661487.3586839632,0,-0.0
661487.3586839632,0,-0.0
661487.3586839632,0,-0.0
661487.3586839632,0,-0.0
661487.3585705522,0,-0.0
661487.3586839632,0,-0.0
661487.3585705522,0,-0.0
661487.3585705522,0,-0.0
661487.3585705522,0,-0.0
661487.3585705522,0,-0.0
661487.3583437302,0,-0.0
661487.3577766753,0,-0.0
661487.3567559761,0,-0.0
661487.3557352768,0,-0.0
661487.3550548106,0,-0.0
661487.3546011664,0,-0.0
661487.3543743443,0,-0.0
661487.353693878,0,-0.0
661487.3527865895,0,-0.0
661487.3514256566,0,-0.0
661487.3318071053,0,-0.0
661487.330332761,0,-0.0
661487.3468892121,0,-0.0
661487.3273840717,0,-0.0
661487.3259097267,0,-0.0
661487.3244353815,0,-0.0
661487.3411052423,0,-0.0
661487.3397443077,0,-0.0
661487.3383833729,0,-0.0
661487.30107426,0,-0.0
661487.2995999139,0,-0.0
661487.2982389788,0,-0.0
661487.2788472495,0,-0.0
661487.2774863142,0,-0.0
661487.2760119673,0,-0.0
661487.2745376204,0,-0.0
661487.2730632729,0,-0.0
661487.2715889255,0,-0.0
661487.2701145777,0,-0.0
661487.2686402298,0,-0.0
661487.2851966744,0,-0.0
661487.2655781218,0,-0.0
661487.2819077426,0,-0.0
661487.280319982,0,-0.0
661487.2967630132,0,-0.0
661487.2951752519,0,-0.0
661487.3116182821,0,-0.0
661487.3100305201,0,-0.0
661487.3083293462,0,-0.0
661487.3067415836,0,-0.0
661487.3050404091,0,-0.0
661487.3035660577,0,-0.0
661487.3019782943,0,-0.0
661487.3003905307,0,-0.0
661487.3169469716,0,-0.0
661487.2974418262,0,-0.0
661487.2958540617,0,-0.0
661487.2942662971,0,-0.0
661487.2925651204,0,-0.0
661487.2730599777,0,-0.0
661487.2713588005,0,-0.0
661487.2879152359,0,-0.0
661487.268296681,0,-0.0
661487.2665955031,0,-0.0
661487.2650077366,0,-0.0
661487.2634199702,0,-0.0
661487.2799764033,0,-0.0
661487.2603578479,0,-0.0
661487.2768008683,0,-0.0
661487.2932438909,0,-0.0
661487.255481133,0,-0.0
661487.2538933647,0,-0.0
661487.2341613971,0,-0.0
661487.2509446517,0,-0.0
661487.2495837068,0,-0.0
661487.2481093496,0,-0.0
661487.2646657787,0,-0.0
661487.2629645967,0,-0.0
661487.2614902387,0,-0.0
661487.2420985068,0,-0.0
661487.2405107362,0,-0.0
661487.2571805755,0,-0.0
661487.2736235927,0,-0.0
661487.2901800186,0,-0.0
661487.270788286,0,-0.0
661487.2873447113,0,-0.0
661487.2678395662,0,-0.0
661487.2664786184,0,-0.0
661487.2650042579,0,-0.0
661487.2635298973,0,-0.0
661487.261942124,0,-0.0
661487.2784985468,0,-0.0
661487.2770241853,0,-0.0
661487.275436411,0,-0.0
661487.273962049,0,-0.0
661487.2724876868,0,-0.0
661487.2889306949,0,-0.0
661487.287456332,0,-0.0
661487.267724361,0,-0.0
661487.2662499978,0,-0.0
661487.2825795917,0,-0.0
661487.29913601,0,-0.0
661487.2975482331,0,-0.0
661487.3139912378,0,-0.0
661487.3124034601,0,-0.0
661487.3288464639,0,-0.0
661487.3271452727,0,-0.0
661487.3253306686,0,-0.0
661487.341546845,0.16096201953572725,-11.30114339160341
661487.3577630207,0.17849215604916113,-9.668419948671014
