raw_x_east,raw_y_north,x_east,y_north
661487.1963,1509584.197,661487.1981,1509584.204
661487.1963,1509584.197,661487.1972,1509584.204
661487.1963,1509584.197,661487.1963,1509584.204
661487.1963,1509584.197,661487.1963,1509584.204
661487.1963,1509584.197,661487.1963,1509584.203
661487.1963,1509584.197,661487.1963,1509584.203
661487.1963,1509584.197,661487.1963,1509584.203
661487.1962,1509584.216,661487.1963,1509584.204
661487.1962,1509584.216,661487.1962,1509584.205
661487.1962,1509584.216,661487.1962,1509584.206
661487.1963,1509584.197,661487.1962,1509584.206
661487.1963,1509584.197,661487.1962,1509584.206
661487.1962,1509584.216,661487.1962,1509584.207
661487.1963,1509584.197,661487.1962,1509584.207
661487.1963,1509584.197,661487.1962,1509584.206
661487.1963,1509584.197,661487.1962,1509584.205
661487.1962,1509584.216,661487.1962,1509584.205
661487.1963,1509584.197,661487.1963,1509584.204
661487.1963,1509584.197,661487.1963,1509584.203
661487.1962,1509584.216,661487.1963,1509584.203
661487.1962,1509584.216,661487.1963,1509584.204
661487.1962,1509584.216,661487.1962,1509584.205
661487.1962,1509584.216,661487.1962,1509584.206
661487.1962,1509584.216,661487.1962,1509584.207
661487.1962,1509584.216,661487.1962,1509584.208
661487.1962,1509584.216,661487.1962,1509584.209
661487.1962,1509584.216,661487.1962,1509584.209
661487.1961,1509584.234,661487.1962,1509584.21
661487.1958,1509584.271,661487.1962,1509584.213
661487.1957,1509584.29,661487.1962,1509584.217
661487.1954,1509584.345,661487.1961,1509584.224
661487.2131,1509584.4,661487.197,1509584.234
661487.2127,1509584.456,661487.1978,1509584.246
661487.2124,1509584.511,661487.1986,1509584.262
661487.2118,1509584.603,661487.1994,1509584.282
661487.2293,1509584.696,661487.201,1509584.307
661487.2106,1509584.806,661487.2017,1509584.337
661487.2278,1509584.935,661487.2033,1509584.374
661487.2269,1509585.083,661487.2049,1509584.418
661487.226,1509585.23,661487.2063,1509584.469
661487.2251,1509585.378,661487.2078,1509584.527
661487.2421,1509585.544,661487.2101,1509584.593
661487.2591,1509585.71,661487.2132,1509584.668
661487.2761,1509585.876,661487.2172,1509584.751
661487.2751,1509586.042,661487.2212,1509584.842
661487.292,1509586.226,661487.226,1509584.943
661487.3089,1509586.411,661487.2316,1509585.052
661487.3077,1509586.614,661487.2372,1509585.171
661487.3244,1509586.816,661487.2436,1509585.299
661487.3231,1509587.038,661487.25,1509585.436
661487.3397,1509587.259,661487.2572,1509585.582
661487.3564,1509587.48,661487.2644,1509585.736
661487.3551,1509587.702,661487.2715,1509585.898
661487.3716,1509587.942,661487.2794,1509586.069
661487.3701,1509588.181,661487.2874,1509586.248
661487.3868,1509588.403,661487.2952,1509586.434
661487.3853,1509588.642,661487.304,1509586.626
661487.4019,1509588.882,661487.3127,1509586.823
661487.4184,1509589.122,661487.3223,1509587.025
661487.417,1509589.362,661487.3318,1509587.231
661487.4155,1509589.601,661487.3413,1509587.443
661487.4319,1509589.859,661487.3508,1509587.658
661487.4305,1509590.099,661487.3594,1509587.878
661487.4289,1509590.357,661487.367,1509588.102
661487.4454,1509590.597,661487.3755,1509588.33
661487.4619,1509590.855,661487.384,1509588.561
661487.4604,1509591.095,661487.3916,1509588.795
661487.477,1509591.335,661487.4001,1509589.031
661487.4935,1509591.575,661487.4085,1509589.269
661487.4919,1509591.833,661487.417,1509589.509
661487.4905,1509592.072,661487.4245,1509589.75
661487.507,1509592.312,661487.432,1509589.991
661487.5055,1509592.552,661487.4396,1509590.234
661487.5221,1509592.792,661487.4471,1509590.476
661487.5206,1509593.031,661487.4546,1509590.719
661487.5552,1509593.271,661487.463,1509590.962
661487.5537,1509593.511,661487.4714,1509591.206
661487.5702,1509593.769,661487.4799,1509591.45
661487.5688,1509593.99,661487.4874,1509591.694
661487.5672,1509594.249,661487.4949,1509591.938
661487.5838,1509594.488,661487.5033,1509592.182
661487.5823,1509594.728,661487.5108,1509592.426
661487.5987,1509594.986,661487.5192,1509592.67
661487.6152,1509595.245,661487.5285,1509592.914
661487.6136,1509595.503,661487.537,1509593.16
661487.63,1509595.761,661487.5454,1509593.405
661487.6464,1509596.038,661487.5547,1509593.652
661487.6626,1509596.333,661487.5639,1509593.902
661487.6609,1509596.609,661487.5723,1509594.154
661487.6771,1509596.904,661487.5816,1509594.407
661487.6754,1509597.181,661487.5908,1509594.663
661487.6917,1509597.458,661487.6001,1509594.92
661487.6899,1509597.753,661487.6093,1509595.18
661487.7063,1509598.029,661487.6185,1509595.442
661487.7225,1509598.324,661487.6286,1509595.707
661487.7388,1509598.601,661487.6378,1509595.973
661487.755,1509598.896,661487.6478,1509596.242
661487.7533,1509599.173,661487.657,1509596.512
661487.7514,1509599.486,661487.6661,1509596.787
661487.7676,1509599.781,661487.6761,1509597.064
661487.7837,1509600.095,661487.6861,1509597.344
661487.7998,1509600.408,661487.697,1509597.628
661487.798,1509600.703,661487.707,1509597.914
661487.8142,1509600.999,661487.7169,1509598.202
661487.8123,1509601.312,661487.7268,1509598.492
661487.8105,1509601.607,661487.7359,1509598.785
661487.8267,1509601.902,661487.7449,1509599.078
661487.8429,1509602.197,661487.7539,1509599.371
661487.8411,1509602.492,661487.7629,1509599.665
661487.8394,1509602.769,661487.771,1509599.958
661487.8376,1509603.064,661487.7791,1509600.253
661487.8359,1509603.34,661487.7863,1509600.547
661487.8521,1509603.635,661487.7944,1509600.841
661487.8683,1509603.931,661487.8025,1509601.136
661487.8483,1509604.244,661487.8088,1509601.432
661487.8646,1509604.539,661487.8151,1509601.729
661487.8626,1509604.852,661487.8205,1509602.027
661487.8787,1509605.166,661487.8268,1509602.326
661487.8947,1509605.498,661487.8339,1509602.627
661487.8928,1509605.811,661487.8402,1509602.928
661487.9088,1509606.143,661487.8465,1509603.231
661487.9249,1509606.457,661487.8527,1509603.533
661487.9408,1509606.807,661487.8598,1509603.838
661487.9207,1509607.139,661487.8652,1509604.145
661487.9366,1509607.49,661487.8714,1509604.454
661487.9524,1509607.84,661487.8785,1509604.766
661487.9683,1509608.19,661487.8856,1509605.08
661487.9841,1509608.559,661487.8926,1509605.398
661488,1509608.91,661487.9006,1509605.719
661488.0158,1509609.26,661487.9094,1509606.044
661488.0138,1509609.592,661487.9182,1509606.37
661488.0116,1509609.942,661487.927,1509606.7
661488.0096,1509610.274,661487.9349,1509607.032
661488.0074,1509610.625,661487.9418,1509607.367
661488.0053,1509610.975,661487.9497,1509607.704
661488.0031,1509611.325,661487.9566,1509608.043
661488.019,1509611.676,661487.9644,1509608.384
661488.0167,1509612.044,661487.9713,1509608.728
661488.0144,1509612.432,661487.9773,1509609.075
661488.0122,1509612.782,661487.9833,1509609.423
661488.0098,1509613.169,661487.9883,1509609.774
661488.0255,1509613.556,661487.9934,1509610.129
661488.0052,1509613.925,661487.9966,1509610.485
661488.0028,1509614.312,661488.0007,1509610.844
661488.0005,1509614.681,661488.0039,1509611.203
661487.9982,1509615.05,661488.0062,1509611.564
661487.9779,1509615.418,661488.0066,1509611.925
661487.9937,1509615.787,661488.0071,1509612.287
661487.9914,1509616.156,661488.0067,1509612.649
661487.9892,1509616.525,661488.0054,1509613.012
661487.969,1509616.875,661488.0031,1509613.376
661487.9848,1509617.244,661488.0018,1509613.741
661487.9645,1509617.612,661487.9995,1509614.108
661487.9622,1509617.981,661487.9973,1509614.476
661487.9599,1509618.35,661487.995,1509614.845
661487.9396,1509618.719,661487.9918,1509615.215
661487.9372,1509619.106,661487.9877,1509615.586
661487.9349,1509619.493,661487.9836,1509615.959
661487.9325,1509619.88,661487.9795,1509616.331
661487.9301,1509620.267,661487.9754,1509616.705
661487.9277,1509620.654,661487.9713,1509617.08
661487.9253,1509621.042,661487.9663,1509617.454
661487.9229,1509621.429,661487.9622,1509617.829
661487.9207,1509621.798,661487.9581,1509618.203
661487.9003,1509622.185,661487.9531,1509618.578
661487.8979,1509622.572,661487.9481,1509618.955
661487.8956,1509622.941,661487.944,1509619.331
661487.8933,1509623.309,661487.9389,1509619.707
661487.8912,1509623.66,661487.9339,1509620.082
661487.871,1509624.01,661487.928,1509620.456
661487.8689,1509624.36,661487.923,1509620.831
661487.8847,1509624.711,661487.918,1509621.204
661487.9006,1509625.061,661487.9148,1509621.576
661487.8984,1509625.411,661487.9116,1509621.948
661487.8962,1509625.78,661487.9085,1509622.319
661487.8939,1509626.149,661487.9062,1509622.691
661487.8916,1509626.518,661487.9039,1509623.061
661487.9074,1509626.886,661487.9025,1509623.431
661487.9051,1509627.255,661487.9011,1509623.8
661487.9029,1509627.624,661487.8998,1509624.168
661487.9005,1509628.011,661487.8984,1509624.536
661487.8982,1509628.38,661487.8971,1509624.902
661487.8958,1509628.767,661487.8957,1509625.269
661487.8935,1509629.154,661487.8944,1509625.637
661487.891,1509629.56,661487.8939,1509626.006
661487.8886,1509629.947,661487.8934,1509626.375
661487.8861,1509630.353,661487.8929,1509626.745
661487.8836,1509630.758,661487.8925,1509627.118
661487.8991,1509631.164,661487.8929,1509627.493
661487.8965,1509631.588,661487.8941,1509627.872
661487.894,1509631.994,661487.8954,1509628.254
661487.8914,1509632.418,661487.8957,1509628.639
661487.8889,1509632.823,661487.8951,1509629.027
661487.8863,1509633.248,661487.8945,1509629.419
661487.8838,1509633.653,661487.8939,1509629.813
661487.8993,1509634.059,661487.8942,1509630.208
661487.8788,1509634.464,661487.8935,1509630.605
661487.8584,1509634.851,661487.8911,1509631.004
661487.8741,1509635.239,661487.8895,1509631.403
661487.8717,1509635.626,661487.888,1509631.803
661487.8693,1509636.013,661487.8864,1509632.203
661487.867,1509636.382,661487.8849,1509632.603
661487.8646,1509636.769,661487.8833,1509633.003
661487.8443,1509637.138,661487.8808,1509633.402
661487.8422,1509637.488,661487.8784,1509633.799
661487.8399,1509637.857,661487.876,1509634.194
661487.8378,1509638.207,661487.8736,1509634.587
661487.8355,1509638.576,661487.8712,1509634.978
661487.8332,1509638.945,661487.8679,1509635.367
