raw_x_east,raw_y_north,x_east,y_north
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3027,1509586.319,661490.3027,1509586.319
661490.3207,1509586.319,661490.3045,1509586.319
661490.3388,1509586.319,661490.3081,1509586.319
661490.3568,1509586.319,661490.3135,1509586.319
661490.3928,1509586.319,661490.3225,1509586.319
661490.4289,1509586.319,661490.3351,1509586.319
661490.483,1509586.32,661490.3532,1509586.319
661490.5371,1509586.32,661490.3766,1509586.319
661490.5912,1509586.32,661490.4055,1509586.319
661490.6633,1509586.321,661490.4415,1509586.319
661490.7536,1509586.303,661490.4866,1509586.318
661490.8618,1509586.304,661490.5407,1509586.316
661490.9699,1509586.304,661490.6038,1509586.315
661491.1142,1509586.305,661490.6796,1509586.313
661491.2586,1509586.288,661490.7662,1509586.31
661491.4389,1509586.289,661490.8671,1509586.307
661491.6192,1509586.29,661490.9808,1509586.304
661491.8176,1509586.273,661491.1088,1509586.3
661492.034,1509586.274,661491.2531,1509586.295
661492.2504,1509586.275,661491.4118,1509586.29
661492.4848,1509586.277,661491.5849,1509586.288
661492.7553,1509586.26,661491.7743,1509586.283
661493.0258,1509586.262,661491.9799,1509586.279
661493.3143,1509586.263,661492.1999,1509586.275
661493.6029,1509586.247,661492.4343,1509586.271
661493.9094,1509586.249,661492.6814,1509586.267
661494.234,1509586.251,661492.9428,1509586.263
661494.5766,1509586.253,661493.2187,1509586.261
661494.9372,1509586.255,661493.5091,1509586.259
661495.2979,1509586.239,661493.8138,1509586.255
661495.6586,1509586.222,661494.1312,1509586.25
661496.0553,1509586.225,661494.4612,1509586.246
661496.434,1509586.227,661494.802,1509586.243
661496.8306,1509586.23,661495.1536,1509586.24
661497.2453,1509586.232,661495.5179,1509586.238
661497.642,1509586.235,661495.8912,1509586.237
661498.0567,1509586.237,661496.2734,1509586.235
661498.4534,1509586.24,661496.6611,1509586.234
661498.8321,1509586.242,661497.0506,1509586.233
661499.2287,1509586.244,661497.4437,1509586.233
661499.6074,1509586.247,661497.8386,1509586.236
661499.986,1509586.249,661498.2316,1509586.238
661500.3646,1509586.27,661498.6247,1509586.243
661500.7432,1509586.272,661499.0159,1509586.247
661501.1399,1509586.275,661499.4054,1509586.251
661501.5185,1509586.277,661499.793,1509586.255
661501.8971,1509586.298,661500.1771,1509586.261
661502.2758,1509586.282,661500.5593,1509586.265
661502.6724,1509586.302,661500.9434,1509586.272
661503.051,1509586.305,661501.3256,1509586.278
661503.4297,1509586.307,661501.7078,1509586.284
661503.8083,1509586.309,661502.09,1509586.29
661504.187,1509586.312,661502.4723,1509586.294
661504.5656,1509586.314,661502.8545,1509586.298
661504.9443,1509586.316,661503.235,1509586.302
661505.3408,1509586.337,661503.6172,1509586.308
661505.7375,1509586.34,661504.0012,1509586.312
661506.1342,1509586.342,661504.3871,1509586.319
661506.5309,1509586.345,661504.7729,1509586.323
661506.9275,1509586.347,661505.1606,1509586.327
661507.3062,1509586.349,661505.5482,1509586.331
661507.7029,1509586.352,661505.9377,1509586.335
661508.0815,1509586.354,661506.3271,1509586.34
661508.4782,1509586.357,661506.7184,1509586.344
661508.8748,1509586.377,661507.1114,1509586.35
661509.2714,1509586.38,661507.5045,1509586.354
661509.6501,1509586.382,661507.8958,1509586.359
661510.0468,1509586.385,661508.287,1509586.363
661510.4434,1509586.387,661508.6783,1509586.367
661510.8221,1509586.389,661509.0677,1509586.371
661511.1827,1509586.392,661509.4554,1509586.376
661511.5613,1509586.394,661509.8412,1509586.38
661511.922,1509586.396,661510.2253,1509586.384
661512.2826,1509586.398,661510.6057,1509586.388
661512.6432,1509586.401,661510.9826,1509586.39
661512.9858,1509586.403,661511.354,1509586.393
661513.3465,1509586.387,661511.7236,1509586.393
661513.689,1509586.407,661512.0879,1509586.395
661514.0496,1509586.409,661512.4485,1509586.398
661514.4102,1509586.412,661512.8073,1509586.4
661514.7708,1509586.414,661513.1661,1509586.402
661515.1314,1509586.416,661513.5231,1509586.404
