"s8_maxleft_east, s8_maxleft_north, s8_minleft15_east, s8_minleft15_north, s8_ref_east, s8_ref_north, s8_minright15_east, s8_minright15_north, s8_maxright_east, s8_maxright_north"
661485.5142896349,1509528.3208406642,661487.5565496144,1509528.309141325,661487.6699050758,1509528.3628081733,661487.867987895,1509528.283561258,661489.8045628536,1509528.5012053042
"s8_maxleft_east, s8_maxleft_north, s8_minleft15_east, s8_minleft15_north, s8_ref_east, s8_ref_north, s8_minright15_east, s8_minright15_north, s8_maxright_east, s8_maxright_north"
661485.5142896349,1509528.3208406642,661487.5565496144,1509528.309141325,661487.6699050758,1509528.3628081733,661487.867987895,1509528.283561258,661489.8045628536,1509528.5012053042
