"s4_maxleft_east, s4_maxleft_north, s4_minleft15_east, s4_minleft15_north, s4_ref_east, s4_ref_north, s4_minright15_east, s4_minright15_north, s4_maxright_east, s4_maxright_north"
661481.0701305026,1509514.7076492142,661482.5826542017,1509511.7870854987,661482.6400107692,1509511.6424794467,661482.7282493683,1509511.5173103118,661483.4569294339,1509510.0632061122
