"s6_maxleft_east, s6_maxleft_north, s6_minleft15_east, s6_minleft15_north, s6_ref_east, s6_ref_north, s6_minright15_east, s6_minright15_north, s6_maxright_east, s6_maxright_north"
661483.4153713668,1509517.299267947,661487.3767180259,1509517.4878793238,661487.5606196467,1509517.5220649978,661487.7314412321,1509517.5353885903,661489.8224145905,1509517.5590753073
