s1_maxleft_east,s1_maxleft_north,s1_minleft15_east,s1_minleft15_north,s1_ref_east,s1_ref_north,s1_minright15_east,s1_minright15_north,s1_maxright_east,s1_maxright_north
661466.0666,1509511.703,661466.0733,1509510,661466.0748,1509509.821,661466.0985,1509509.602,661466.1063,1509507.785
