"s5_maxleft_east, s5_maxleft_north, s5_minleft15_east, s5_minleft15_north, s5_ref_east, s5_ref_north, s5_minright15_east, s5_minright15_north, s5_maxright_east, s5_maxright_north"
661482.5644943984,1509515.9868576631,661485.5469180838,1509513.4111865219,661485.677125952,1509513.3029751177,661485.8652429716,1509513.1853346704,661487.3137761866,1509511.8030437985
