"s3_maxleft_east, s3_maxleft_north, s3_minleft15_east, s3_minleft15_north, s3_ref_east, s3_ref_north, s3_minright15_east, s3_minright15_north, s3_maxright_east, s3_maxright_north"
661477.6813352087,1509513.1799221,661478.0211918674,1509511.1119518052,661478.052497136,1509510.9404176692,661478.0716691881,1509510.793555019,661478.3992807651,1509508.7877385993
