"s2_maxleft_east,s2_maxleft_north,s2_minleft15_east,s2_minleft15_north,s2_ref_east,s2_ref_north,s2_minright15_east,s2_minright15_north,s2_maxright_east,s2_maxright_north"
661472.0013031169,1509512.4440910602,661472.0253044434,1509510.4511256302,661472.0379192822,1509510.219552142,661472.0255458025,1509510.148270329,661472.0171998609,1509508.2712347573
