time_operate,raw_x_east,raw_y_north,x_east,y_north,latitude,longitude
0.0,661486.6218387219,1509689.310572504,661486.6218160383,1509689.3142600204,13.651573866666666,100.49300083333333
0.16,661486.6218387219,1509689.310572504,661486.6218160383,1509689.3142600204,13.651573866666666,100.49300083333333
0.32,661486.6217253034,1509689.3290100866,661486.6218160383,1509689.3142600204,13.651573866666666,100.49300083333333
0.48,661486.6217253034,1509689.3290100866,661486.6217933545,1509689.3179475365,13.651573899999999,100.49300083333333
0.64,661486.6217253034,1509689.3290100866,661486.6217706708,1509689.3216350535,13.651573933333333,100.49300083333333
0.8,661486.6217253034,1509689.3290100866,661486.621747987,1509689.3253225698,13.651573966666666,100.49300083333333
0.96,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.12,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.28,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.44,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.6,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.76,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
1.92,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.08,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.24,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.4,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.56,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.72,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
2.88,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.04,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.2,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.36,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.52,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.68,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
3.84,661486.6217253034,1509689.3290100866,661486.6217253034,1509689.3290100866,13.651574,100.49300083333333
4.0,661486.6218387219,1509689.310572504,661486.621747987,1509689.3253225698,13.651573966666666,100.49300083333333
4.16,661486.6217253034,1509689.3290100866,661486.621747987,1509689.3253225698,13.651573966666666,100.49300083333333
4.32,661486.6217253034,1509689.3290100866,661486.621747987,1509689.3253225698,13.651573966666666,100.49300083333333
4.48,661486.6214984659,1509689.3658852524,661486.6217026196,1509689.332697603,13.651574033333333,100.49300083333333
4.64,661486.6212716285,1509689.4027604181,661486.6216118846,1509689.3474476696,13.651574166666666,100.49300083333333
4.8,661486.6388486783,1509689.4766216653,661486.6250138759,1509689.3806575018,13.651574466666668,100.49300086666668
4.96,661486.6203642789,1509689.550261081,661486.624741671,1509689.424907701,13.65157486666667,100.49300086666668
5.12,661486.6379413286,1509689.6241223281,661486.6279848788,1509689.4839301493,13.651575400000004,100.49300090000001
5.28,661486.6376010724,1509689.6794350767,661486.6312054029,1509689.5466401144,13.651575966666673,100.49300093333336
5.44,661486.6372608162,1509689.7347478254,661486.6344032404,1509689.6130375962,13.651576566666673,100.4930009666667
5.6,661486.6370339787,1509689.7716229917,661486.6340403005,1509689.6720378615,13.651577100000008,100.49300096666671
5.76,661486.6368071412,1509689.808498157,661486.6373288729,1509689.7236852765,13.651577566666674,100.49300100000005
5.92,661486.6366937226,1509689.8269357397,661486.6370793545,1509689.7642479588,13.65157793333334,100.49300100000006
6.08,661486.6365803038,1509689.8453733227,661486.6368752008,1509689.797435608,13.651578233333339,100.49300100000006
6.24,661486.6363534663,1509689.8822484885,661486.6366937307,1509689.8269357404,13.651578500000005,100.49300100000006
6.4,661486.6182093233,1509689.9005751554,661486.6329287969,1509689.852726173,13.651578733333338,100.49300096666671
6.56,661486.6358997913,1509689.95599882,661486.632747327,1509689.8822263058,13.651579000000003,100.49300096666671
6.72,661486.6355595351,1509690.0113115686,661486.6325204894,1509689.9191014713,13.651579333333336,100.49300096666671
6.88,661486.6353326975,1509690.0481867343,661486.6322709683,1509689.9596641536,13.651579700000003,100.49300096666671
7.04,661486.63510586,1509690.0850619,661486.632021447,1509690.0002268357,13.651580066666668,100.49300096666671
