time_operate,raw_x_east,raw_y_north,x_east,y_north,latitude,longitude
0.0,661487.2352236356,1509689.259030903,661487.235246314,1509689.2553433864,13.6515733,100.49300649999999
0.16,661487.2171929054,1509689.2589199867,661487.2316401689,1509689.2553212035,13.6515733,100.49300646666666
0.32,661487.2352236356,1509689.259030903,661487.2316174852,1509689.25900872,13.651573333333335,100.49300646666666
0.48,661487.2171929054,1509689.2589199867,661487.2280113429,1509689.2589865366,13.651573333333335,100.49300643333333
0.64,661487.2352236356,1509689.259030903,661487.2280113429,1509689.2589865366,13.651573333333335,100.49300643333333
0.8,661487.2352236356,1509689.259030903,661487.2280113429,1509689.2589865366,13.651573333333335,100.49300643333333
0.96,661487.2173063245,1509689.2404824034,661487.2280340295,1509689.25529902,13.6515733,100.49300643333335
1.12,661487.2173063245,1509689.2404824034,661487.2244505684,1509689.2515893201,13.651573266666668,100.49300640000001
1.28,661487.2171929054,1509689.2589199867,661487.2244505684,1509689.2515893201,13.651573266666668,100.49300640000003
1.44,661487.2171929054,1509689.2589199867,661487.2208444234,1509689.2515671372,13.651573266666668,100.49300636666669
1.6,661487.2171929054,1509689.2589199867,661487.2172382785,1509689.2515449538,13.651573266666668,100.49300633333337
1.76,661487.2171929054,1509689.2589199867,661487.2172155974,1509689.2552324703,13.6515733,100.49300633333338
1.92,661487.2352236356,1509689.259030903,661487.2207990586,1509689.25894217,13.651573333333335,100.49300636666672
2.08,661487.2352236356,1509689.259030903,661487.2244052063,1509689.2589643535,13.651573333333335,100.49300640000007
2.24,661487.2352236356,1509689.259030903,661487.2280113512,1509689.2589865366,13.651573333333335,100.49300643333342
2.4,661487.2171929054,1509689.2589199867,661487.2280113512,1509689.2589865366,13.651573333333335,100.49300643333342
2.56,661487.2171929054,1509689.2589199867,661487.2280113512,1509689.2589865366,13.651573333333335,100.49300643333342
2.72,661487.2171929054,1509689.2589199867,661487.2244052063,1509689.2589643535,13.651573333333335,100.49300640000008
2.88,661487.2171929054,1509689.2589199867,661487.2207990614,1509689.25894217,13.651573333333335,100.49300636666676
3.04,661487.2171929054,1509689.2589199867,661487.2171929191,1509689.258919987,13.651573333333335,100.49300633333344
3.2,661487.2171929054,1509689.2589199867,661487.2171929219,1509689.258919987,13.651573333333335,100.49300633333345
3.36,661487.2171929054,1509689.2589199867,661487.2171929219,1509689.258919987,13.651573333333335,100.49300633333345
3.52,661487.2171929054,1509689.2589199867,661487.2171929219,1509689.258919987,13.651573333333335,100.49300633333345
3.68,661487.2170794862,1509689.2773575694,661487.217170238,1509689.2626075034,13.651573366666668,100.49300633333345
3.84,661487.2167392289,1509689.3326703184,661487.2170795028,1509689.2773575697,13.651573500000001,100.49300633333345
4.0,661487.1983682469,1509689.3878721509,661487.2133145711,1509689.3031480024,13.651573733333333,100.49300630000013
4.16,661487.2159452952,1509689.4617333985,661487.213065049,1509689.3437106851,13.651574100000001,100.49300630000013
4.32,661487.2153781996,1509689.553921313,661487.212702108,1509689.4027109505,13.651574633333336,100.49300630000013
4.48,661487.2148111039,1509689.6461092273,661487.2122484315,1509689.4764612822,13.651575300000005,100.49300630000013
4.64,661487.2142440083,1509689.7382971419,661487.2117493873,1509689.557586647,13.651576033333338,100.49300630000013
4.8,661487.2137903317,1509689.8120474736,661487.2148338043,1509689.642421712,13.651576800000006,100.49300633333345
4.96,661487.2132232359,1509689.9042353882,661487.2142893923,1509689.7309221094,13.651577600000007,100.49300633333347
5.12,661487.2126561402,1509689.9964233027,661487.2137449805,1509689.8194225074,13.651578400000005,100.49300633333347
5.28,661487.193944901,1509690.106937884,661487.2095717399,1509689.9115882386,13.651579233333337,100.49300630000015
5.44,661487.1933778053,1509690.1991257987,661487.2053985021,1509690.0037539701,13.651580066666671,100.49300626666682
5.6,661487.1928107095,1509690.2913137132,661487.2012025804,1509690.0996072183,13.651580933333339,100.4930062333335
5.76,661487.1923570328,1509690.3650640447,661487.1970293398,1509690.1917729496,13.651581766666672,100.49300620000018
5.92,661487.1919033561,1509690.4388143765,661487.192878783,1509690.2802511642,13.651582566666672,100.49300616666686
6.08,661487.1915630986,1509690.4941271255,661487.1924024252,1509690.3576890123,13.651583266666671,100.49300616666687
6.24,661487.1911094219,1509690.567877457,661487.1919487485,1509690.4314393436,13.651583933333336,100.49300616666687
6.4,661487.1727384405,1509690.6230792892,661487.1879342975,1509690.497792459,13.651584533333335,100.49300613333355
6.56,661487.1722847638,1509690.696829621,661487.1839198436,1509690.564145574,13.651585133333333,100.49300610000023
6.72,661487.1717176677,1509690.7890175357,661487.1798827059,1509690.6341862062,13.651585766666667,100.49300606666691
6.88,661487.1532332674,1509690.8626569512,661487.1722167397,1509690.7078921709,13.651586433333335,100.49300600000024
7.04,661487.1527795906,1509690.9364072827,661487.1645507736,1509690.7815981363,13.651587100000004,100.49300593333358
7.2,661487.152439333,1509690.991720031,661487.160490952,1509690.855326285,13.65158776666667,100.49300590000024
7.36,661487.1341817712,1509691.028484281,661487.1528703535,1509690.9216572172,13.651588366666672,100.49300583333357
7.52,661487.1339549327,1509691.0653594465,661487.1453178065,1509690.976925599,13.651588866666671,100.49300576666691
7.68,661487.1338415135,1509691.0837970295,661487.1414394558,1509691.0211536149,13.65158926666667,100.49300573333358
7.84,661487.1337280944,1509691.1022346127,661487.1376291565,1509691.0543190807,13.651589566666669,100.49300570000025
8.0,661487.1336146753,1509691.1206721955,661487.1338642249,1509691.0801095134,13.651589800000002,100.49300566666693
8.16,661487.1333878369,1509691.157547361,661487.1337054436,1509691.1059221297,13.651590033333335,100.49300566666695
8.32,661487.1330475792,1509691.2128601102,661487.1335239728,1509691.135422262,13.6515903,100.49300566666695
8.48,661487.1325939024,1509691.2866104417,661487.1332744507,1509691.1759849444,13.651590666666667,100.49300566666695
8.64,661487.1320268064,1509691.3787983563,661487.132934193,1509691.231297693,13.651591166666668,100.49300566666695
8.8,661487.1135424064,1509691.4524377717,661487.1289197393,1509691.2976508087,13.65159176666667,100.49300563333362
8.96,661487.0950580064,1509691.5260771865,661487.1212537731,1509691.3713567741,13.651592433333338,100.49300556666695
9.12,661487.0946043296,1509691.5998275185,661487.1135651232,1509691.4487502559,13.65159313333334,100.4930055000003
9.28,661487.0943774912,1509691.6367026845,661487.105921841,1509691.5187687043,13.651593766666673,100.49300543333362
9.44,661487.0941506528,1509691.6735778505,661487.0983466075,1509691.577724603,13.651594300000005,100.49300536666695
9.6,661487.0938103951,1509691.7288905992,661487.094400208,1509691.6330151686,13.651594800000003,100.49300533333363
9.76,661487.0935835567,1509691.765765765,661487.0941053181,1509691.6809528836,13.651595233333335,100.49300533333363
9.92,661487.0752125761,1509691.8209675974,661487.0902269674,1509691.7251808997,13.651595633333335,100.4930053000003
10.08,661487.0567281763,1509691.8946070129,661487.0826971044,1509691.7767617651,13.6515961,100.49300523333365
10.24,661487.0382437767,1509691.968246428,661487.0715157292,1509691.8356954807,13.651596633333336,100.49300513333365
10.4,661487.0377900999,1509692.0419967598,661487.0603116729,1509691.8983167133,13.651597200000003,100.49300503333367
10.56,661487.0191922812,1509692.1340737583,661487.045433415,1509691.9719783121,13.651597866666672,100.49300490000033
10.72,661486.9825637371,1509692.22603984,661487.0269036477,1509692.05299276,13.651598600000005,100.49300473333366
10.88,661486.981883222,1509692.3366653377,661487.0119346601,1509692.1414044253,13.651599400000006,100.49300460000035
11.04,661486.9633988227,1509692.4103047524,661486.9969656726,1509692.2298160908,13.651600200000008,100.49300446666703
11.2,661486.9450278427,1509692.465506585,661486.9784132217,1509692.3145180552,13.651600966666672,100.49300430000036
11.36,661486.9267702817,1509692.5022708345,661486.9599288225,1509692.3881574706,13.651601633333337,100.4930041333337
11.52,661486.9265434435,1509692.5391460005,661486.9487247637,1509692.4507787027,13.651602200000003,100.49300403333372
11.68,661486.9264300243,1509692.5575835835,661486.9376341242,1509692.4949623516,13.6516026,100.49300393333372
11.84,661486.9263166052,1509692.5760211663,661486.9302176808,1509692.528105634,13.6516029,100.49300386666707
12.0,661486.926203186,1509692.594458749,661486.9264527522,1509692.553896067,13.651603133333333,100.49300383333374
12.16,661486.926203186,1509692.594458749,661486.9263393331,1509692.5723336497,13.6516033,100.49300383333374
12.32,661486.926203186,1509692.594458749,661486.9262712816,1509692.5833961999,13.651603399999999,100.49300383333374
12.48,661486.9260897669,1509692.612896332,661486.92620323,1509692.594458749,13.651603499999998,100.49300383333374
12.64,661486.9078322034,1509692.6496605817,661486.922506353,1509692.6091866323,13.651603633333332,100.49300380000042
12.8,661486.9076053652,1509692.6865357475,661486.9187867894,1509692.6276020324,13.651603799999998,100.4930037666671
12.96,661486.8892343852,1509692.7417375802,661486.9113930298,1509692.657057798,13.651604066666664,100.49300370000044
13.12,661486.8707499864,1509692.8153769956,661486.9003023903,1509692.7012414476,13.651604466666663,100.49300360000045
13.28,661486.8522655875,1509692.889016411,661486.885537555,1509692.756465463,13.651604966666662,100.49300346666712
13.44,661486.851698492,1509692.9812043253,661486.8743108128,1509692.8227742114,13.65160556666666,100.49300336666712
13.6,661486.8332140932,1509693.054843741,661486.8594325584,1509692.8964358096,13.651606233333325,100.49300323333378
13.76,661486.8146162755,1509693.146920739,661486.8445089364,1509692.9774724415,13.651606966666657,100.49300310000046
13.92,661486.796018458,1509693.2389977374,661486.8295626335,1509693.06219659,13.651607733333325,100.49300296666715
14.08,661486.7775340595,1509693.3126371526,661486.8146163279,1509693.146920738,13.651608499999991,100.49300283333382
14.24,661486.7589362421,1509693.4047141508,661486.7960638807,1509693.2316227036,13.651609266666659,100.49300266666717
14.4,661486.7585959848,1509693.4600269003,661486.781140259,1509693.3126593356,13.651609999999994,100.49300253333385
14.56,661486.7402250057,1509693.5152287325,661486.766262005,1509693.3863209346,13.651610666666661,100.49300240000052
14.72,661486.7399981674,1509693.5521038983,661486.7550579469,1509693.448942167,13.65161123333333,100.49300230000053
14.88,661486.7217406074,1509693.5888681477,661486.7438992565,1509693.5041883655,13.65161173333333,100.49300220000052
15.04,661486.7216271884,1509693.6073057307,661486.7364374457,1509693.5447066817,13.651612099999994,100.49300213333387
15.2,661486.7215137692,1509693.6257433135,661486.7290210027,1509693.5778499641,13.651612399999994,100.4930020666672
15.36,661486.7033696284,1509693.6440699801,661486.7216499273,1509693.603618214,13.651612633333325,100.49300200000054
15.52,661486.6851120659,1509693.68083423,661486.710672713,1509693.6293642798,13.651612866666659,100.49300190000056
15.68,661486.6847718086,1509693.7361469788,661486.7032789538,1509693.658820046,13.651613133333324,100.4930018333339
15.84,661486.6664008298,1509693.791348811,661486.6922336826,1509693.6956286621,13.651613466666657,100.49300173333391
16.0,661486.648029851,1509693.846550644,661486.6775368995,1509693.739790128,13.651613866666656,100.49300160000058
16.16,661486.6476895938,1509693.9018633924,661486.6664008931,1509693.7913488103,13.651614333333324,100.49300150000059
16.32,661486.6294320342,1509693.9386276419,661486.6552648868,1509693.8429074932,13.651614799999994,100.49300140000058
16.48,661486.6110610528,1509693.9938294746,661486.6405227361,1509693.8944439928,13.651615266666662,100.49300126666725
16.64,661486.6108342147,1509694.03070464,661486.6294094137,1509693.9423151587,13.651615699999997,100.49300116666726
16.8,661486.5925766552,1509694.0674688902,661486.6183187751,1509693.9864988078,13.651616099999995,100.49300106666725
16.96,661486.592236398,1509694.1227816388,661486.6072281338,1509694.030682457,13.651616499999994,100.49300096666724
17.12,661486.5917827219,1509694.1965319703,661486.5996982718,1509694.0822633225,13.65161696666666,100.49300090000058
17.28,661486.5552676031,1509694.2700604696,661486.5885395847,1509694.1375095216,13.651617466666659,100.49300080000059
17.44,661486.5549273461,1509694.3253732186,661486.5773582109,1509694.196443237,13.65161799999999,100.4930007000006
17.6,661486.5365563678,1509694.3805750513,661486.5661541534,1509694.259064469,13.651618566666656,100.4930006000006
17.76,661486.5182988086,1509694.4173393005,661486.5513666356,1509694.317976001,13.651619099999987,100.49300046666727
17.92,661486.4999278304,1509694.4725411332,661486.5329956545,1509694.373177834,13.65161959999999,100.49300030000059
18.08,661486.4997009924,1509694.5094162994,661486.5218823296,1509694.421049,13.651620033333325,100.49300020000058
18.24,661486.4632992905,1509694.5645072157,661486.503556719,1509694.4688757998,13.65162046666666,100.4930000333339
18.4,661486.4450417315,1509694.6012714652,661486.4852537923,1509694.5130150828,13.651620866666661,100.49299986666723
18.56,661486.4085266108,1509694.6747999645,661486.463299351,1509694.5645072155,13.65162133333333,100.49299966666722
18.72,661486.407959516,1509694.766987879,661486.4449056865,1509694.6233965647,13.651621866666664,100.49299950000055
18.88,661486.3714443985,1509694.8405163784,661486.4192543689,1509694.6896165805,13.651622466666662,100.49299926666721
19.04,661486.334929281,1509694.9140448775,661486.3935803674,1509694.7595241128,13.651623099999995,100.49299903333386
19.2,661486.3165583035,1509694.9692467104,661486.3678836825,1509694.833119162,13.65162376666666,100.49299880000054
19.36,661486.298187326,1509695.024448543,661486.3458158254,1509694.9030488774,13.651624399999992,100.49299860000053
19.52,661486.2980739071,1509695.0428861263,661486.323838701,1509694.9582285266,13.651624899999991,100.49299840000053
19.68,661486.2978470693,1509695.0797612923,661486.3091192351,1509695.0060775091,13.651625333333323,100.4929982666672
19.84,661486.2798163486,1509695.079650376,661486.298096646,1509695.0391986086,13.651625633333321,100.49299816666719
20.0,661486.261672209,1509695.0979770427,661486.287119427,1509695.064944675,13.651625866666654,100.49299806666718
20.16,661486.261672209,1509695.0979770427,661486.2798164064,1509695.0796503753,13.651625999999988,100.49299800000054
20.32,661486.2615587901,1509695.1164146254,661486.2725133831,1509695.0943560745,13.65162613333332,100.49299793333387
20.48,661486.2434146506,1509695.1347412926,661486.2616268964,1509695.1053520746,13.651626233333321,100.49299783333386
20.64,661486.2251570922,1509695.1715055422,661486.2506950452,1509695.1237231079,13.651626399999987,100.49299773333385
20.8,661486.2068995339,1509695.2082697921,661486.2397405102,1509695.145781658,13.651626599999986,100.49299763333386
20.96,661486.1886419728,1509695.2450340418,661486.2251344635,1509695.1751930574,13.651626866666652,100.49299750000053
21.12,661486.1885285539,1509695.2634716246,661486.2105284168,1509695.2046044571,13.651627133333317,100.4929973666672
21.28,661486.1884151351,1509695.2819092076,661486.1995285143,1509695.2340380405,13.651627399999985,100.49299726666719
21.44,661486.1703844146,1509695.2817982915,661486.1885739793,1509695.2560965903,13.651627599999983,100.4929971666672
21.6,661486.1703844146,1509695.2817982915,661486.1812709561,1509695.2708022897,13.651627733333317,100.49299710000054
21.76,661486.1703844146,1509695.2817982915,661486.1776194444,1509695.2781551399,13.651627799999982,100.4929970666672
21.92,661486.1703844146,1509695.2817982915,661486.1739906166,1509695.2818204733,13.651627833333317,100.49299703333388
22.08,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000054
22.24,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
22.4,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
22.56,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
22.72,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
22.88,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
23.04,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
23.2,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
23.36,661486.1703844146,1509695.2817982915,661486.1703844725,1509695.28179829,13.651627833333317,100.49299700000053
