time_operate,x_east,y_north,latitude,longitude
0.0,661419.3608684125,1509697.753421481,13.65165388888889,100.49237961111112
0.16,661419.3430644398,1509697.7164354539,13.651653555555557,100.49237944444444
0.32,661419.3192502337,1509697.679412471,13.651653222222224,100.49237922222221
0.48,661419.2953982314,1509697.6485353466,13.651652944444448,100.49237899999999
0.64,661419.2835289189,1509697.6238779954,13.651652722222229,100.49237888888888
0.8,661419.2716973971,1509697.593074785,13.651652444444451,100.49237877777777
0.96,661419.2598280819,1509697.5684174339,13.65165222222223,100.49237866666665
1.12,661419.2420241145,1509697.531431407,13.651651888888898,100.49237850000002
1.28,661419.2242201415,1509697.4944453803,13.651651555555565,100.49237833333332
1.44,661419.2064539647,1509697.4513134945,13.651651166666676,100.49237816666668
1.6,661419.188612201,1509697.4204733274,13.6516508888889,100.49237799999999
1.76,661419.1707704399,1509697.3896331596,13.651650611111123,100.49237783333335
1.92,661419.1528908883,1509697.3649388517,13.651650388888902,100.49237766666666
2.08,661419.1410593634,1509697.3341356416,13.651650111111124,100.49237755555555
2.24,661419.1232553929,1509697.2971496147,13.651649777777791,100.49237738888887
2.4,661419.1055270035,1509697.247871869,13.651649333333348,100.49237722222222
2.56,661419.0757781388,1509697.198520211,13.651648888888905,100.49237694444446
2.72,661419.0520017197,1509697.155351368,13.651648500000016,100.49237672222223
2.88,661419.0281875125,1509697.1183283846,13.651648166666684,100.49237650000002
3.04,661419.0103835362,1509697.081342358,13.65164783333335,100.49237633333333
3.2,661418.9925795654,1509697.0443563312,13.651647500000017,100.49237616666665
3.36,661418.9688031459,1509697.001187489,13.651647111111126,100.49237594444442
3.52,661418.945064517,1509696.951872787,13.651646666666684,100.4923757222222
3.68,661418.9213636812,1509696.8964122257,13.651646166666685,100.49237549999998
3.84,661418.8976250493,1509696.8470975237,13.651645722222241,100.49237527777775
4.0,661418.8738486322,1509696.8039286814,13.651645333333354,100.49237505555554
4.16,661418.8500344218,1509696.7669056987,13.651645000000022,100.49237483333332
4.32,661418.8322304476,1509696.7299196725,13.651644666666689,100.49237466666665
4.48,661418.8144642668,1509696.686787786,13.651644277777798,100.49237449999998
4.64,661418.7966980857,1509696.6436559,13.651643888888907,100.49237433333332
4.8,661418.7729594589,1509696.5943411987,13.651643444444465,100.49237411111109
4.96,661418.7491830386,1509696.5511723564,13.651643055555576,100.49237388888888
5.12,661418.7253688277,1509696.5141493732,13.651642722222244,100.49237366666665
5.28,661418.7135373019,1509696.4833461633,13.651642444444468,100.49237355555555
5.44,661418.7016679883,1509696.4586888123,13.651642222222245,100.49237344444442
5.6,661418.6897986747,1509696.4340314614,13.651642000000022,100.49237333333332
