time_operate,raw_speed,filter_speed
0.16,0.0,0.46
0.32,0.0,0.46
0.48,0.0,0.46
0.64,0.0,0.46
0.8,0.0,0.44
0.96,0.0,0.4
1.12,0.0,0.35
1.28,0.0,0.31
1.44,0.0,0.27
1.6,0.0,0.23
1.76,0.0,0.17
1.92,0.0,0.13
2.08,0.0,0.08
2.24,0.0,0.04
2.4,0.0,0.02
2.56,0.0,0.0
2.72,0.0,0.0
2.88,0.0,0.0
3.04,0.41,0.02
3.2,0.83,0.05
3.36,0.42,0.07
3.52,1.31,0.13
3.68,0.93,0.17
3.84,0.93,0.21
4.0,1.25,0.27
4.16,1.25,0.33
4.32,1.25,0.4
4.48,0.83,0.44
4.64,1.25,0.5
4.8,1.25,0.56
4.96,0.83,0.6
5.12,1.25,0.67
5.28,1.25,0.73
5.44,1.25,0.79
5.6,1.25,0.85
5.76,0.83,0.9
5.92,1.25,0.96
6.08,1.25,1.02
6.24,0.83,1.06
6.4,1.25,1.08
6.56,0.93,1.11
6.72,1.25,1.11
6.88,0.83,1.11
7.04,1.25,1.13
7.2,0.83,1.11
7.36,1.25,1.11
7.52,0.83,1.08
7.68,1.25,1.11
7.84,1.25,1.11
8.0,0.83,1.08
8.16,1.25,1.11
8.32,0.83,1.08
8.48,1.31,1.08
8.64,1.31,1.08
8.8,0.83,1.06
8.96,1.31,1.08
9.12,0.83,1.06
9.28,1.25,1.06
9.44,1.25,1.08
9.6,1.25,1.08
9.76,1.31,1.1
9.92,0.83,1.08
10.08,1.31,1.11
10.24,1.31,1.1
10.4,1.25,1.13
10.56,1.25,1.13
10.72,1.31,1.15
10.88,0.83,1.13
11.04,1.31,1.13
11.2,1.31,1.15
11.36,1.31,1.15
11.52,0.83,1.15
11.68,1.25,1.15
11.84,1.31,1.15
12.0,1.25,1.17
12.16,0.83,1.15
12.32,1.25,1.17
12.48,1.25,1.17
12.64,1.25,1.17
12.8,0.83,1.15
12.96,1.31,1.15
13.12,1.25,1.17
13.28,0.93,1.15
13.44,1.25,1.15
13.6,1.25,1.15
13.76,1.31,1.15
13.92,1.25,1.15
14.08,1.25,1.17
14.24,0.83,1.15
14.4,1.25,1.15
14.56,1.25,1.15
14.72,1.25,1.17
14.88,1.25,1.17
15.04,1.25,1.17
15.2,0.83,1.15
15.36,1.25,1.17
15.52,1.31,1.17
15.68,1.25,1.17
15.84,0.83,1.15
16.0,1.25,1.17
16.16,1.25,1.17
16.32,0.83,1.15
16.48,1.25,1.17
16.64,1.25,1.17
16.8,0.83,1.15
16.96,1.25,1.15
17.12,1.25,1.15
17.28,0.93,1.13
17.44,1.25,1.15
17.6,1.25,1.15
17.76,1.31,1.15
17.92,1.25,1.15
18.08,1.25,1.15
18.24,1.25,1.15
18.4,0.83,1.15
18.56,1.25,1.15
18.72,54.53,2.78
18.88,1.25,2.78
19.04,1.25,2.78
19.2,1.25,2.78
19.36,1.25,2.78
19.52,0.93,2.76
19.68,1.31,2.78
19.84,1.25,2.78
20.0,1.31,2.77
20.16,0.93,2.78
20.32,1.25,2.78
20.48,1.31,2.79
20.64,1.25,2.79
20.8,1.25,2.79
20.96,1.25,2.77
21.12,0.83,2.76
21.28,1.25,2.76
21.44,1.31,2.74
21.6,0.93,2.76
21.76,1.31,2.74
21.92,1.25,1.17
22.08,0.83,1.15
22.24,1.25,1.15
22.4,0.83,1.13
22.56,1.25,1.13
22.72,1.25,1.15
22.88,1.25,1.15
23.04,0.83,1.13
23.2,1.25,1.13
23.36,1.25,1.15
23.52,1.25,1.15
23.68,1.25,1.15
23.84,0.83,1.13
24.0,1.31,1.13
24.16,1.25,1.13
24.32,0.83,1.13
24.48,1.25,1.13
24.64,1.25,1.13
24.8,1.25,1.15
24.96,1.25,1.15
25.12,1.25,1.15
25.28,1.25,1.17
25.44,1.25,1.17
25.6,0.83,1.17
25.76,1.25,1.17
25.92,1.25,1.17
26.08,1.31,1.17
26.24,1.25,1.19
26.4,1.25,1.19
26.56,1.25,1.19
26.72,1.25,1.19
26.88,1.25,1.19
27.04,1.31,1.21
27.2,0.83,1.19
27.36,1.31,1.19
27.52,1.25,1.21
27.68,1.31,1.21
27.84,0.83,1.19
28.0,1.25,1.19
28.16,0.93,1.17
28.32,1.25,1.17
