time_operate,raw_speed,filter_speed
0.16,0.41,0.03
0.32,0.58,0.02
0.48,0.42,0.03
0.64,0.41,0.03
0.8,0.41,0.03
0.96,0.41,0.02
1.12,0.0,0.02
1.28,0.0,0.0
1.44,0.41,0.04
1.6,0.0,0.04
1.76,0.0,0.04
1.92,0.0,0.02
2.08,0.0,0.04
2.24,0.0,0.04
2.4,0.0,0.04
2.56,0.0,0.05
2.72,0.41,0.02
2.88,0.0,0.02
3.04,0.0,0.02
3.2,0.58,0.05
3.36,1.16,0.09
3.52,1.47,0.16
3.68,2.64,0.31
3.84,1.85,0.38
4.0,2.62,0.52
4.16,2.95,0.65
4.32,3.22,0.81
4.48,2.78,0.95
4.64,3.55,1.11
4.8,2.91,1.26
4.96,2.64,1.39
5.12,3.49,1.56
5.28,3.16,1.71
5.44,2.78,1.85
5.6,3.52,2.02
5.76,2.95,2.16
5.92,2.95,2.32
6.08,3.49,2.49
6.24,3.2,2.65
6.4,2.98,2.77
6.56,3.2,2.87
6.72,2.98,2.94
6.88,3.22,2.97
7.04,3.2,3.04
7.2,3.22,3.07
7.36,3.22,3.09
7.52,3.49,3.1
7.68,3.22,3.13
7.84,2.78,3.09
8.0,3.52,3.12
8.16,3.22,3.15
8.32,3.22,3.13
8.48,3.22,3.14
8.64,3.2,3.17
8.8,3.49,3.17
8.96,2.98,3.17
9.12,3.16,3.18
9.28,3.22,3.17
9.44,2.78,3.15
9.6,3.49,3.17
9.76,3.55,3.19
9.92,2.98,3.19
10.08,3.49,3.2
10.24,3.22,3.21
10.4,3.34,3.21
10.56,2.91,3.19
10.72,3.22,3.18
10.88,3.34,3.19
11.04,3.2,3.21
11.2,3.49,3.21
11.36,3.34,3.21
11.52,3.16,3.21
11.68,3.22,3.21
11.84,2.98,3.2
12.0,3.16,3.18
12.16,2.98,3.18
12.32,3.29,3.18
12.48,3.22,3.18
12.64,3.22,3.2
12.8,3.29,3.18
12.96,3.2,3.16
13.12,3.22,3.17
13.28,2.95,3.14
13.44,2.98,3.13
13.6,2.98,3.11
13.76,3.22,3.13
