time_operate,raw_speed,filter_speed
0.16,0.41,0.94
0.32,0.0,0.9
0.48,0.42,0.84
0.64,0.42,0.79
0.8,0.0,0.73
0.96,0.42,0.63
1.12,0.0,0.57
1.28,0.0,0.5
1.44,0.41,0.42
1.6,0.0,0.34
1.76,0.0,0.25
1.92,0.0,0.19
2.08,0.0,0.15
2.24,0.0,0.1
2.4,0.42,0.06
2.56,0.41,0.05
2.72,0.41,0.02
2.88,0.0,0.0
3.04,0.0,0.0
3.2,0.93,0.05
3.36,1.25,0.11
3.52,0.83,0.15
3.68,1.67,0.25
3.84,1.25,0.29
4.0,1.25,0.36
4.16,1.72,0.46
4.32,1.72,0.54
4.48,2.08,0.65
4.64,1.72,0.73
4.8,1.67,0.81
4.96,1.67,0.9
5.12,1.67,0.98
5.28,1.25,1.04
5.44,1.72,1.13
5.6,1.67,1.19
5.76,1.67,1.27
5.92,1.67,1.36
6.08,1.31,1.42
6.24,1.67,1.5
6.4,1.67,1.54
6.56,2.08,1.59
6.72,1.25,1.61
6.88,1.67,1.61
7.04,1.67,1.63
7.2,1.72,1.65
7.36,1.67,1.65
7.52,1.25,1.63
7.68,1.72,1.61
7.84,2.08,1.63
8.0,1.31,1.61
8.16,2.12,1.63
8.32,1.72,1.63
8.48,1.25,1.63
8.64,1.72,1.63
8.8,1.67,1.63
8.96,1.72,1.63
9.12,1.67,1.63
9.28,1.72,1.65
9.44,1.25,1.63
9.6,1.67,1.63
9.76,2.08,1.63
9.92,1.31,1.63
10.08,1.67,1.63
10.24,1.72,1.63
10.4,1.67,1.63
10.56,1.67,1.63
10.72,2.12,1.68
10.88,1.67,1.67
11.04,1.72,1.66
11.2,1.25,1.65
11.36,1.25,1.61
11.52,1.72,1.61
11.68,1.31,1.61
11.84,1.72,1.61
12.0,1.25,1.59
12.16,1.72,1.59
12.32,1.25,1.57
12.48,2.12,1.59
12.64,1.25,1.59
12.8,1.67,1.59
12.96,1.72,1.57
13.12,1.72,1.59
13.28,1.72,1.59
13.44,1.67,1.59
13.6,1.72,1.59
13.76,1.67,1.59
13.92,1.72,1.57
14.08,1.67,1.57
14.24,1.25,1.55
14.4,1.72,1.57
14.56,1.72,1.6
14.72,1.67,1.59
14.88,1.25,1.6
15.04,1.72,1.6
15.2,1.67,1.62
15.36,1.31,1.6
15.52,1.25,1.6
15.68,1.67,1.57
15.84,1.72,1.6
16.0,1.72,1.6
16.16,1.85,1.6
16.32,1.67,1.6
16.48,1.72,1.6
16.64,1.72,1.6
16.8,1.67,1.6
16.96,1.72,1.6
17.12,1.25,1.58
17.28,1.72,1.58
17.44,1.31,1.59
17.6,1.67,1.58
17.76,1.31,1.56
17.92,1.72,1.57
18.08,1.31,1.57
18.24,1.31,1.55
18.4,1.72,1.55
18.56,1.67,1.57
18.72,1.85,1.6
18.88,1.31,1.58
19.04,1.67,1.58
19.2,1.31,1.56
19.36,1.85,1.56
19.52,1.31,1.54
19.68,1.67,1.54
19.84,1.31,1.52
20.0,1.72,1.52
20.16,1.31,1.5
20.32,1.72,1.52
20.48,1.25,1.5
20.64,1.31,1.5
20.8,1.72,1.5
20.96,1.31,1.5
21.12,1.25,1.48
21.28,1.72,1.5
21.44,1.25,1.5
21.6,1.31,1.47
21.76,1.31,1.46
21.92,1.67,1.45
22.08,1.25,1.45
22.24,1.25,1.43
22.4,1.72,1.45
22.56,1.25,1.42
22.72,1.67,1.44
22.88,1.31,1.42
23.04,1.72,1.44
23.2,1.25,1.41
23.36,1.25,1.41
23.52,1.67,1.41
23.68,1.25,1.41
23.84,1.31,1.41
24.0,1.67,1.41
24.16,1.25,1.4
24.32,1.25,1.4
24.48,1.67,1.4
24.64,1.25,1.4
24.8,1.25,1.4
24.96,1.67,1.42
25.12,1.72,1.42
25.28,1.25,1.42
25.44,1.67,1.44
25.6,1.31,1.42
25.76,1.25,1.42
25.92,1.67,1.42
26.08,1.25,1.42
26.24,1.67,1.42
26.4,1.31,1.42
26.56,1.25,1.42
26.72,1.67,1.42
26.88,1.31,1.42
27.04,1.25,1.42
27.2,1.25,1.4
27.36,1.31,1.4
27.52,1.67,1.42
27.68,1.25,1.4
27.84,1.31,1.4
28.0,1.67,1.42
28.16,1.31,1.4
28.32,1.67,1.4
28.48,1.31,1.4
28.64,1.25,1.38
28.8,1.25,1.38
28.96,1.72,1.4
29.12,1.67,1.4
29.28,1.31,1.41
29.44,1.85,1.41
29.6,1.72,1.43
29.76,1.72,1.46
29.92,1.67,1.46
30.08,1.25,1.45
30.24,1.31,1.46
30.4,1.25,1.46
30.56,1.72,1.48
30.72,1.85,1.48
30.88,1.31,1.49
31.04,1.72,1.51
31.2,1.72,1.51
31.36,1.31,1.51
31.52,1.72,1.52
31.68,1.31,1.52
31.84,2.08,1.56
32.0,1.67,1.58
32.16,1.49,1.56
32.32,1.72,1.57
32.48,1.72,1.59
32.64,1.85,1.59
32.8,1.31,1.57
32.96,2.08,1.58
33.12,1.49,1.57
33.28,1.72,1.6
33.44,1.72,1.62
33.6,1.31,1.62
33.76,1.85,1.63
33.92,1.72,1.62
34.08,1.72,1.64
34.24,1.31,1.62
34.4,1.72,1.62
34.56,1.67,1.64
34.72,1.72,1.64
34.88,1.72,1.66
35.04,1.72,1.64
35.2,1.85,1.65
35.36,1.72,1.67
35.52,1.67,1.66
35.68,1.72,1.66
35.84,1.49,1.64
36.0,1.25,1.64
36.16,1.72,1.62
36.32,1.72,1.64
36.48,1.49,1.62
36.64,1.31,1.6
36.8,1.72,1.62
36.96,1.31,1.6
37.12,1.85,1.6
37.28,1.31,1.58
37.44,1.31,1.58
37.6,1.72,1.58
37.76,1.31,1.57
37.92,1.85,1.57
38.08,1.31,1.55
38.24,1.85,1.56
38.4,1.72,1.55
38.56,1.31,1.53
38.72,1.49,1.53
38.88,1.72,1.53
39.04,1.49,1.53
39.2,1.85,1.56
39.36,1.31,1.54
39.52,1.49,1.53
39.68,1.72,1.54
39.84,1.31,1.54
40.0,1.85,1.55
40.16,1.31,1.55
40.32,1.31,1.52
40.48,1.49,1.53
40.64,1.31,1.53
40.8,1.85,1.53
40.96,1.31,1.53
41.12,1.72,1.53
41.28,1.31,1.53
41.44,1.67,1.51
41.6,1.72,1.51
41.76,1.72,1.53
41.92,1.67,1.54
42.08,1.31,1.52
42.24,1.67,1.53
42.4,1.72,1.52
42.56,1.25,1.51
42.72,1.67,1.52
42.88,1.67,1.52
43.04,1.25,1.52
43.2,1.25,1.49
43.36,1.67,1.5
43.52,1.67,1.52
43.68,1.25,1.51
43.84,1.72,1.54
44.0,1.72,1.53
44.16,1.72,1.55
44.32,1.67,1.55
44.48,1.72,1.57
44.64,1.67,1.57
44.8,1.67,1.56
44.96,1.67,1.56
45.12,1.72,1.56
45.28,1.67,1.59
45.44,1.67,1.59
45.6,1.67,1.58
45.76,1.67,1.61
45.92,1.72,1.61
46.08,1.72,1.61
46.24,1.67,1.63
46.4,1.72,1.65
46.56,1.67,1.65
46.72,1.25,1.63
46.88,1.67,1.65
47.04,1.72,1.65
47.2,1.67,1.65
47.36,1.72,1.65
47.52,1.25,1.63
47.68,1.67,1.63
47.84,1.67,1.63
48.0,1.67,1.63
48.16,1.67,1.63
48.32,1.67,1.63
48.48,1.72,1.63
48.64,1.67,1.63
48.8,1.25,1.61
48.96,1.67,1.61
49.12,1.67,1.61
49.28,1.67,1.61
49.44,1.25,1.58
49.6,1.67,1.58
49.76,1.67,1.58
49.92,1.72,1.61
50.08,1.31,1.58
50.24,1.67,1.59
50.4,1.31,1.56
50.56,1.67,1.56
50.72,1.72,1.58
50.88,1.67,1.58
51.04,1.67,1.58
51.2,1.72,1.59
51.36,1.67,1.59
51.52,1.31,1.56
51.68,1.72,1.56
51.84,1.72,1.56
52.0,1.72,1.58
52.16,1.31,1.56
52.32,1.72,1.56
52.48,1.31,1.54
52.64,1.25,1.54
52.8,1.67,1.54
52.96,1.72,1.54
53.12,1.31,1.52
53.28,1.67,1.54
53.44,1.67,1.54
53.6,1.25,1.54
53.76,1.67,1.54
53.92,1.67,1.54
54.08,1.67,1.54
54.24,1.25,1.52
54.4,1.67,1.52
54.56,1.67,1.52
54.72,1.25,1.52
54.88,1.67,1.52
55.04,1.67,1.52
55.2,1.67,1.52
55.36,1.25,1.52
55.52,1.72,1.52
55.68,1.25,1.52
55.84,1.72,1.54
56.0,1.25,1.52
56.16,1.67,1.52
56.32,1.67,1.54
56.48,1.72,1.54
56.64,1.67,1.54
56.8,1.25,1.54
56.96,1.67,1.54
57.12,1.67,1.54
57.28,1.25,1.52
57.44,1.67,1.54
57.6,1.67,1.54
57.76,1.67,1.54
57.92,1.25,1.54
58.08,1.72,1.54
58.24,1.72,1.54
58.4,1.67,1.54
58.56,1.25,1.54
58.72,1.72,1.54
58.88,1.25,1.54
59.04,1.72,1.54
59.2,1.67,1.56
59.36,1.67,1.56
59.52,1.67,1.56
59.68,1.67,1.56
59.84,1.67,1.56
60.0,2.08,1.58
