time_operate,raw_speed,filter_speed
0.16,0.0,0.02
0.32,0.0,0.02
0.64,0.0,0.01
0.8,0.0,0.02
0.96,0.0,0.02
1.12,0.0,0.02
1.28,0.0,0.02
1.44,0.0,0.0
1.6,0.0,0.0
1.92,0.0,0.0
2.24,0.66,0.02
2.56,2.08,0.14
2.88,3.34,0.3
3.2,4.17,0.51
3.52,4.38,0.73
3.84,4.59,0.96
4.0,5.0,2.17
4.16,4.6,2.4
4.32,5.0,2.65
4.48,4.6,2.88
4.8,4.8,1.68
4.96,4.6,3.59
5.12,5.02,3.84
5.28,5.0,4.09
5.44,4.6,4.32
5.76,4.81,2.4
5.92,4.6,5.03
6.08,5.02,5.28
6.4,4.59,2.87
6.72,4.81,3.11
6.88,5.02,6.41
7.04,4.66,6.43
7.2,5.0,6.35
7.52,4.83,3.21
7.68,4.6,6.21
7.84,5.02,6.0
8.0,4.66,5.98
8.32,4.81,3.12
8.64,5.04,3.24
8.96,4.83,3.37
9.12,4.6,6.49
9.28,5.07,6.51
9.6,4.81,3.37
9.92,4.81,3.49
10.24,4.8,3.61
10.56,4.8,3.61
10.88,4.8,3.73
11.2,4.59,3.84
11.52,5.07,3.85
11.84,5.11,3.86
12.16,5.2,3.98
12.48,4.09,4.07
12.8,4.25,4.15
13.12,4.49,4.13
13.28,4.25,8.24
13.6,4.45,4.22
13.92,4.66,4.33
14.08,4.66,8.42
14.24,4.66,8.16
14.56,4.63,4.08
14.72,4.25,8.14
14.88,5.07,8.15
15.04,4.66,7.91
15.2,5.15,7.69
15.36,4.66,7.46
15.68,4.86,3.73
15.84,5.07,7.25
16.16,4.83,3.64
16.48,4.83,3.63
16.64,4.6,6.97
16.8,5.02,6.71
17.12,4.6,3.38
17.44,4.59,3.39
17.6,5.02,6.59
17.92,4.59,3.42
18.24,4.8,3.44
18.56,4.8,3.44
18.88,4.8,3.56
19.2,4.8,3.69
19.52,4.8,3.7
19.84,4.8,3.83
20.16,5.0,3.95
20.32,5.0,3.95
20.64,5.01,4.07
20.96,4.8,4.2
21.12,5.02,8.16
21.28,4.59,8.14
21.6,4.8,4.07
21.76,5.02,7.91
22.08,4.59,4.07
22.24,4.59,8.11
22.56,4.59,4.06
22.88,4.59,4.06
23.2,4.8,4.17
23.52,4.59,4.17
23.84,4.59,4.16
24.0,4.6,8.07
24.32,4.8,4.04
24.64,4.59,4.02
24.96,4.8,4.02
25.28,4.59,4.01
25.6,4.59,3.99
25.92,4.59,4.11
26.24,5.0,4.11
26.56,4.8,4.11
26.88,4.8,4.22
27.2,5.0,4.36
27.52,4.8,4.36
27.84,5.0,4.48
28.16,4.8,4.49
28.48,4.8,4.62
28.8,4.59,4.62
29.12,4.38,4.61
29.44,4.38,4.59
29.76,4.38,4.58
30.08,4.59,4.58
30.4,4.59,4.69
30.72,4.8,4.69
31.04,4.8,4.7
31.36,4.59,4.69
31.68,4.8,4.7
32.0,4.59,4.7
32.32,4.8,4.71
32.64,4.59,4.69
32.96,4.59,4.68
33.28,4.8,4.68
33.6,4.8,4.67
33.92,4.59,4.66
34.24,4.8,4.65
34.56,4.59,4.64
34.88,4.59,4.63
35.2,4.38,4.62
35.52,4.38,4.62
35.84,4.59,4.63
36.16,4.59,4.64
36.48,4.8,4.65
36.8,4.8,4.66
37.12,4.59,4.65
37.44,4.8,4.65
37.76,4.8,4.66
38.08,5.0,4.67
38.24,5.02,9.13
38.4,5.0,8.9
38.56,4.6,8.67
38.72,4.59,8.44
39.04,5.01,4.23
39.2,4.6,8.21
39.52,5.01,4.13
39.84,4.8,4.13
40.0,4.6,8.03
40.16,5.02,7.82
40.32,5.0,7.63
40.64,4.81,3.84
40.96,4.59,3.84
41.12,5.02,7.47
41.28,5.0,7.24
41.6,5.02,3.63
41.92,4.8,3.64
42.24,5.04,3.65
42.56,5.0,3.66
42.88,5.02,3.66
43.2,4.8,3.78
43.52,5.02,3.9
43.84,5.01,4.04
44.16,4.8,4.17
44.48,5.01,4.17
44.8,5.01,4.3
45.12,5.0,4.3
45.44,4.8,4.3
45.76,5.0,4.43
46.08,5.0,4.56
46.4,4.8,4.67
46.72,4.8,4.67
47.04,4.8,4.68
47.36,5.01,4.81
47.68,4.8,4.92
48.0,5.01,4.92
48.32,4.8,4.92
48.64,5.0,4.92
48.96,5.01,4.92
49.12,4.59,9.57
49.44,5.01,4.8
49.76,4.81,4.79
50.08,5.01,4.79
50.4,5.02,4.8
50.72,5.01,4.8
51.04,5.01,4.8
51.36,4.81,4.79
51.68,5.02,4.8
51.84,5.02,9.35
52.16,4.81,4.66
52.48,4.8,4.66
52.8,4.8,4.67
53.12,4.81,4.67
53.44,5.01,4.67
53.76,4.8,4.67
54.08,4.8,4.66
54.4,4.81,4.66
54.56,4.6,9.04
54.72,4.59,8.77
55.04,4.8,4.51
55.36,4.8,4.5
55.68,4.8,4.5
56.0,4.59,4.48
56.16,4.6,8.68
56.32,5.0,8.43
56.64,4.59,4.19
56.96,4.8,4.19
57.12,5.0,8.13
57.28,5.0,8.13
57.6,4.8,4.07
57.92,4.8,4.07
58.08,5.0,7.9
58.4,4.8,3.95
58.72,5.01,3.95
58.88,4.59,7.65
59.04,4.59,7.4
59.2,4.59,7.15
59.52,4.8,3.7
59.68,5.02,7.42
60.0,4.8,3.71
