time_operate,x_east,y_north,latitude,longitude
0.0,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
0.33,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
0.65,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
0.98,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
1.3,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
1.63,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
1.95,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
2.28,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
2.6,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
2.93,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
3.25,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
3.58,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
3.9,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
4.23,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
4.55,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
4.88,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
5.2,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
5.53,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
5.85,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
6.18,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
6.5,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
6.83,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
7.15,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
7.48,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
7.8,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
8.13,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
8.78,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
9.1,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
9.43,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
9.75,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
10.08,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
10.4,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
10.73,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
11.05,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
11.38,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
11.7,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
12.03,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
12.35,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
12.68,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
13.0,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
13.33,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
13.65,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
13.98,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
14.3,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
14.63,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
14.95,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
15.28,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
15.6,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
15.93,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
16.25,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
16.58,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
16.9,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
17.23,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
17.55,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
17.88,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
18.2,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
18.53,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
18.85,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
19.18,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
19.5,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
19.83,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
20.15,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
20.48,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
20.8,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
21.13,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
21.45,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
21.78,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
22.1,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
22.43,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
22.75,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
23.08,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
23.4,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
23.73,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
24.05,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
24.38,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
24.7,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
25.03,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
25.35,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
