time_operate,x_east,y_north,latitude,longitude
25.68,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
26.0,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
26.33,661487.0074081757,1509682.3248360106,13.651510666666667,100.493004
26.65,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
26.98,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
27.3,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
27.63,661487.0254389052,1509682.3249469262,13.651510666666667,100.49300416666667
27.95,661487.0194286611,1509682.3249099543,13.651510666666667,100.49300411111112
28.28,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
28.6,661487.0134184199,1509682.3248729825,13.651510666666667,100.49300405555556
